Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,9.9,2.8,1.0,"1,2,3,4,5,6,7","1,2,3,5,6,7"
1,24.0,2.3,6.800000000000001,"1,2,3,4,5,6,7","1,2,3,5,6,7"
2,4.1,1.2,5.1,"1,2,3,4,5,6,7","1,2,3,5,6,7"
3,12.8,2.4,5.5,"1,2,3,4,5,6,7","1,2,3,5,6,7"
4,21.7,5.1,9.7,"1,2,3,4,5,6,7","1,2,3,5,6,7"
5,9.9,2.2,0.0,"1,2,3,4,5,6,7",
6,12.1,6.2,5.8,"1,2,3,4,5,6,7","1,2,3,5,6,7"
7,22.5,2.6,8.3,"1,2,3,4,5,6,7","1,2,3,5,6,7"
8,18.2,8.6,3.8,"1,2,3,4,5,6,7","1,2,3,5,6,7"
9,13.8,5.8,7.5,"1,2,3,4,5,6,7","1,2,3,5,6,7"
10,14.7,7.1,4.2,"1,2,3,4,5,6,7","1,2,3,5,6,7"
11,20.5,1.5,9.7,"1,2,3,4,5,6,7","1,2,3,5,6,7"
12,24.0,9.4,5.4,"1,2,3,4,5,6,7","1,2,3,5,6,7"
13,8.4,6.8,0.0,"1,2,3,4,5,6,7",
14,17.3,0.6,3.3,"1,2,3,4,5,6,7","1,2,3,5,6,7"
15,8.5,0.2,0.0,"1,2,3,4,5,6,7",
16,3.3,3.1,0.10000000000000009,"1,2,3,4,5,6,7","1,2,3,5,6,7"
17,17.0,2.4,7.6,"1,2,3,4,5,6,7","1,2,3,5,6,7"
18,22.0,3.5,9.5,"1,2,3,4,5,6,7","1,2,3,5,6,7"
19,10.5,4.7,3.4000000000000004,"1,2,3,4,5,6,7","1,2,3,5,6,7"
