Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,3.6,3.0,1.1,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
1,9.2,6.2,0.0,"1,2,3,4,5,6,7,8,9",
2,14.2,7.3,9.9,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
3,14.1,4.5,8.2,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
4,14.7,3.5,6.4,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
5,13.8,8.2,0.0,"1,2,3,4,5,6,7,8,9",
6,23.0,4.2,5.7,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
7,1.0,0.5,0.0,"1,2,3,4,5,6,7,8,9",
8,16.6,2.7,8.5,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
9,9.1,7.0,0.5,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
10,13.7,6.2,3.2,"1,2,3,4,5,6,7,8,9","1,2,4,6,7,9"
