Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,17.2,9.2,2.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
1,8.5,1.0,0.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
2,16.0,8.0,3.4000000000000004,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
3,24.0,8.7,6.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
4,9.1,8.3,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
5,16.0,6.5,6.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
6,16.0,0.1,8.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
7,10.9,5.3,3.5999999999999996,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
8,23.5,4.6,9.4,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
9,13.0,2.6,3.7,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
10,20.4,9.8,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
11,15.6,0.2,9.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
12,3.0,2.8,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
13,14.9,8.4,6.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
14,9.4,2.7,5.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
15,5.4,2.8,0.7999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
16,16.2,3.1,8.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
17,7.2,4.7,0.10000000000000009,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
18,3.1,0.7,7.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
19,17.9,7.2,1.9,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
20,9.9,9.6,4.1,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16","2,4,5,6,7,9,10,11,12,13,14,15"
21,11.9,7.5,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16",
