Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,3.1,1.1,7.800000000000001,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
1,7.3,0.1,0.0,"1,2,3,4,5,6,7,8,9",
2,24.0,8.6,0.0,"1,2,3,4,5,6,7,8,9",
3,13.6,1.8,9.7,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
4,10.5,1.1,9.4,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
5,18.2,8.4,6.199999999999999,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
6,5.5,1.0,1.6,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
7,8.0,4.8,4.9,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
8,16.5,6.1,7.9,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
9,11.0,1.0,2.3,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
10,15.6,6.0,4.8,"1,2,3,4,5,6,7,8,9","1,2,4,6,8,9"
11,11.0,2.2,0.0,"1,2,3,4,5,6,7,8,9",
12,12.8,7.5,0.0,"1,2,3,4,5,6,7,8,9",
