Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
0,12.0,8.7,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
1,7.9,5.3,0.2999999999999998,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
2,19.3,8.0,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
3,18.1,4.4,5.5,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
4,8.7,4.9,0.7000000000000002,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
5,11.8,0.8,7.800000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
6,24.0,6.4,6.699999999999999,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
7,1.0,0.4,1.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
8,17.8,3.2,4.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
9,19.2,5.3,7.300000000000001,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
10,13.4,6.7,4.3,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
11,19.3,6.3,7.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
12,19.0,8.0,9.6,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18","1,4,5,6,8,10,11,12,13,14,15,16,17,18"
13,9.6,6.0,0.0,"1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18",
