Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
1,23.4,9.3,8.5,"2,3,5,6,7,8","2,3,6,7"
2,14.8,4.6,7.199999999999999,"1,2,3,4,5,7,8","3,4,5,7"
3,13.1,5.0,4.800000000000001,"1,2,3,4,5,6,7,8","1,2,4,5,6,7"
4,18.6,5.6,0.0,"2,3,5,6,7,8",
5,14.1,8.9,0.0,"1,3,4,5,7,8",
6,9.6,1.9,1.2999999999999998,"1,2,3,5,6,8","1,2,3,6"
7,6.6,2.5,0.09999999999999964,"1,2,3,5,6,7,8","1,3,5,6,7,8"
8,6.7,1.7,0.0,"1,2,3,6,7,8",
9,10.3,5.4,0.0,"1,2,3,5,7,8",
10,8.9,4.2,0.0,"1,3,4,5,6,7,8",
11,15.9,3.4,8.6,"2,3,4,6,7,8","2,3,4,6,7,8"
12,1.0,2.8,5.4,"1,3,4,5,6,7,8","3,4,5,6,7"
13,10.1,1.2,0.7999999999999998,"1,2,5,6,8","1,2,5,8"
14,1.0,2.0,3.2,"1,2,4,5,6,8","1,2,5,6,8"
15,15.4,9.5,5.300000000000001,"1,2,3,4,5,6","1,2,3,4,5,6"
16,16.2,7.6,0.0,"2,3,4,5,7,8",
17,24.0,4.9,9.9,"1,3,4,7,8","3,4,7,8"
18,7.1,2.0,5.699999999999999,"1,2,3,4,5,6,8","1,2,3,4,6"
19,17.6,3.9,9.0,"1,2,3,4,5,7,8","1,2,4,5,7,8"
20,8.8,7.3,0.0,"1,2,4,5,6,7,8",
21,7.2,1.5,4.1,"1,2,3,5,6,7,8","2,5,6,7"
22,23.9,9.4,4.699999999999999,"1,2,3,4,6,7,8","1,2,6,7,8"
23,13.2,1.7,8.2,"2,3,4,6,8","2,3,4,6,8"
24,15.4,9.1,8.2,"1,2,3,4,5,6,8","1,2,3,4,5,6"
25,1.0,1.2,0.0,"2,5,6,7,8",
26,18.2,9.5,0.5,"1,2,3,4,6,7,8","1,3,7"
