Job ID,Due Time,Stage-1 Processing Time,Stage-2 Processing Time,Stage-1 Machines,Stage-2 Machines
1,23.4,9.3,8.5,"2,3,4,5,7,8,9,10,11,12,14,15,16,17","2,3,5,7,9,10,11,14,15,16,17"
2,14.8,4.6,7.199999999999999,"1,2,3,4,5,7,8,9,10,11,14,15,16,17","1,2,3,4,5,7,8,11,14,15,16,17"
3,13.1,5.0,4.800000000000001,"1,2,3,4,5,6,7,8,10,11,12,13,15,16,17","1,2,4,5,6,8,10,11,13,15,16,17"
4,18.6,5.6,0.0,"1,2,3,4,5,6,7,8,12,13,14,15,16,17",
5,14.1,8.9,0.0,"1,2,3,4,5,7,9,10,12,13,14,15,16,17",
6,9.6,1.9,1.2999999999999998,"1,2,3,5,6,8,9,10,11,12,13,15,16,17","2,3,5,6,8,11,12,13,15,16,17"
7,6.6,2.5,0.09999999999999964,"1,2,3,5,6,7,8,9,12,13,14,15,16,17","1,2,3,6,7,8,9,12,13,15,16,17"
8,6.7,1.7,0.0,"1,2,3,4,6,8,9,11,12,13,14,15,16,17",
9,10.3,5.4,0.0,"1,3,6,7,8,9,10,11,12,13,14,15,16,17",
10,8.9,4.2,0.0,"1,2,3,4,5,8,9,10,11,12,14,15,16,17",
11,15.9,3.4,8.6,"1,2,3,4,6,7,8,9,11,12,13,15,16,17","3,4,6,7,8,9,11,15,16,17"
12,1.0,2.8,5.4,"2,3,4,5,6,7,8,9,11,13,14,15,16,17","3,4,5,6,7,9,11,15,16,17"
13,10.1,1.2,0.7999999999999998,"1,2,3,4,5,6,8,9,10,11,13,14,15,16,17","1,5,6,8,9,10,11,13,15,16,17"
14,1.0,2.0,3.2,"2,4,5,6,7,8,9,10,12,13,14,15,16,17","2,4,6,8,9,10,12,13,14,15,16,17"
15,15.4,9.5,5.300000000000001,"1,2,3,4,5,6,7,8,10,11,14,15,16,17","1,2,3,4,5,6,11,14,15,16,17"
